V 0 :0.993261 -0.0860012 -0.0776987 -0.0833676 -0.0644111 -0.994435 0.0805179 0.994211 -0.0711468 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.995821 -0.0481515 0.0776014 0.05576 -0.993518 0.0990653 0.0723282 0.102978 0.99205 ,0.00698032 0.0259224 -0.0703598 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,0.0463182 0.00340709 0.0696725 ,19.3055
E 451 446 :0.996986 -0.0121269 -0.0766259 0.0130729 0.999844 0.0118569 0.0764701 -0.0128228 0.996989 ,-0.353386 -0.632665 -2.93872 
E 451 445 :0.984179 -0.0403378 -0.172525 0.0444572 0.998809 0.0200784 0.17151 -0.0274307 0.9848 ,-0.366485 -0.780213 -3.65651 
E 451 443 :0.980961 -0.0503764 -0.187559 0.0512739 0.998685 -6.64073e-05 0.187316 -0.00955173 0.982253 ,-0.269927 -1.00611 -4.79973 
E 451 441 :0.942986 -0.102629 -0.316615 0.115376 0.993084 0.0217264 0.312195 -0.0570174 0.948305 ,-0.128305 -1.33401 -5.97372 
E 454 453 :0.999639 0.0212982 0.0163785 -0.020861 0.999433 -0.0264177 -0.0169318 0.0260665 0.999517 ,-0.141341 -0.0796895 -0.691428 
E 454 452 :0.99923 0.0157443 -0.0359435 -0.0179207 0.997974 -0.0610515 0.0349095 0.0616486 0.997487 ,-0.289429 -0.146927 -1.39861 
E 454 451 :0.994528 0.00615251 0.104292 0.00445076 0.994863 -0.101133 -0.104378 0.101043 0.989391 ,-0.407563 -0.22907 -2.03534 
E 454 449 :0.990002 0.00562676 0.14094 -0.000447559 0.999324 -0.0367523 -0.141052 0.0363218 0.989336 ,-0.684594 -0.333598 -3.24867 
E 454 450 :0.99742 0.0228235 0.0680644 -0.0149034 0.993291 -0.114677 -0.0702251 0.113367 0.991068 ,-0.554902 -0.300202 -2.63868 
E 457 456 :0.999324 -0.00205094 -0.0367054 0.00129477 0.999787 -0.0206131 0.0367398 0.0205516 0.999114 ,-0.0454748 -0.104491 -0.733286 
E 457 455 :0.999961 -0.00838731 -0.00276812 0.00837114 0.999948 -0.00580388 0.00281665 0.00578048 0.999979 ,-0.089299 -0.200977 -1.45874 
E 457 454 :0.99818 -0.00554584 -0.0600542 0.00725524 0.999574 0.0282837 0.0598717 -0.0286679 0.997794 ,-0.160312 -0.26333 -2.18293 
E 457 453 :0.998952 0.0141513 -0.04353 -0.0140784 0.999899 0.00198235 0.0435537 -0.00136744 0.99905 ,-0.25943 -0.363567 -2.87901 
E 456 455 :0.999399 -0.00687457 0.0339653 0.00637638 0.999871 0.0147543 -0.0340623 -0.0145288 0.999314 ,-0.0705727 -0.111285 -0.721216 
E 456 454 :0.999714 -0.00530113 -0.0233182 0.00643694 0.998783 0.0489071 0.0230305 -0.0490432 0.998531 ,-0.168225 -0.188363 -1.44087 
E 456 453 :0.999859 0.0153862 -0.0067931 -0.0152291 0.999629 0.0226033 0.00713836 -0.0224967 0.999721 ,-0.29298 -0.302681 -2.13063 
E 456 452 :0.998225 0.00901192 -0.0588692 -0.00975953 0.999875 -0.0124244 0.0587499 0.0129768 0.998188 ,-0.424179 -0.405376 -2.83689 
E 456 451 :0.996654 -0.0014793 0.0817272 0.00574222 0.998633 -0.05195 -0.0815386 0.0522455 0.9953 ,-0.526996 -0.51932 -3.47137 
E 465 464 :0.999375 0.00680218 -0.0346988 -0.00843168 0.998858 -0.0470334 0.0343393 0.0472966 0.99829 ,-0.0553824 -0.0389262 -0.763733 
E 465 463 :0.988517 0.0288601 -0.148329 -0.0316837 0.999358 -0.0167078 0.147752 0.0212155 0.988797 ,-0.100568 -0.0932752 -1.44792 
E 465 462 :0.97041 0.0108154 -0.241219 -0.0142806 0.999818 -0.012622 0.241039 0.0156933 0.970389 ,-0.0643455 -0.131736 -1.99065 
E 458 457 :0.995353 0.0698101 0.0663228 -0.0697787 0.997559 -0.00279295 -0.0663558 -0.00184795 0.997794 ,-0.0712326 -0.126868 -0.753029 
E 458 456 :0.997207 0.0691168 0.0282902 -0.0685425 0.997432 -0.020792 -0.0296546 0.0187949 0.999383 ,-0.172424 -0.225883 -1.48149 
E 458 455 :0.996085 0.0618415 0.063161 -0.0614331 0.998076 -0.00838944 -0.0635583 0.00447642 0.997968 ,-0.270895 -0.317049 -2.20226 
E 458 454 :0.998019 0.0623589 0.00837589 -0.0625814 0.9976 0.0296183 -0.00650883 -0.0300838 0.999526 ,-0.393961 -0.372273 -2.92002 
E 458 453 :0.996216 0.0837979 0.0230705 -0.0838712 0.996474 0.00222468 -0.0228027 -0.00415121 0.999731 ,-0.545782 -0.463404 -3.6078 
E 461 460 :0.993062 -0.00925342 -0.117229 0.00906994 0.999957 -0.00209851 0.117244 0.00102068 0.993103 ,-0.130372 -0.0549948 -0.764569 
E 461 459 :0.998755 -0.00829227 -0.0492002 0.00573008 0.998631 -0.0519911 0.049564 0.0516444 0.997435 ,-0.216634 -0.141193 -1.49661 
E 461 458 :0.995122 -0.0572156 -0.0803685 0.0525322 0.996861 -0.0592287 0.0835051 0.0547179 0.995004 ,-0.255748 -0.219606 -2.32208 
E 461 457 :0.999823 0.0125421 -0.0140322 -0.0133414 0.998204 -0.0583982 0.0132746 0.058575 0.998195 ,-0.258854 -0.305218 -3.08424 
E 460 459 :0.997688 0.00687778 0.0676126 -0.00346147 0.998717 -0.0505155 -0.0678733 0.0501647 0.996432 ,-0.172273 -0.0861434 -0.716699 
E 460 458 :0.998484 -0.0413618 0.0363099 0.0434069 0.997403 -0.0574669 -0.0338386 0.0589559 0.997687 ,-0.308607 -0.165034 -1.53172 
E 460 457 :0.994321 0.0283763 0.102568 -0.0225791 0.998105 -0.057247 -0.103998 0.054606 0.993077 ,-0.401827 -0.251391 -2.28808 
E 459 458 :0.998322 -0.0487202 -0.0312915 0.048521 0.998797 -0.00709479 0.0315995 0.00556459 0.999485 ,-0.0804274 -0.120613 -0.81735 
E 459 457 :0.999159 0.0211495 0.0351251 -0.0209284 0.999759 -0.00665068 -0.0352573 0.00590997 0.999361 ,-0.121796 -0.245442 -1.57295 
E 459 456 :0.999802 0.0198177 -0.00201646 -0.0198641 0.999452 -0.0264847 0.00149049 0.0265195 0.999647 ,-0.195199 -0.344079 -2.30478 
E 459 455 :0.999396 0.0129712 0.0322359 -0.0125772 0.999844 -0.0123951 -0.0323916 0.0119822 0.999403 ,-0.266509 -0.4348 -3.0288 
E 459 454 :0.999597 0.0145924 -0.0243578 -0.014035 0.999639 0.0228977 0.0246832 -0.0225466 0.999441 ,-0.364218 -0.490836 -3.75039 
E 464 463 :0.99324 0.0211443 -0.114141 -0.0179352 0.999416 0.029069 0.114689 -0.0268254 0.993039 ,-0.0681935 -0.0869539 -0.678891 
E 464 462 :0.978201 0.00291735 -0.20764 0.0037369 0.999492 0.0316476 0.207626 -0.0317337 0.977693 ,-0.0503062 -0.150794 -1.22014 
E 464 460 :0.944255 0.00747775 -0.32913 0.0072793 0.999023 0.0435814 0.329135 -0.0435478 0.943278 ,0.0248862 -0.328394 -2.74625 
E 464 461 :0.976218 0.0167324 -0.216144 -0.00712462 0.998955 0.045154 0.216674 -0.0425402 0.975317 ,-0.0121797 -0.239863 -1.97464 
E 468 467 :0.983346 -0.00983994 -0.181476 0.00986879 0.999951 -0.000744015 0.181474 -0.00105932 0.983395 ,-0.0938504 -0.0945601 -0.764736 
E 468 466 :0.986026 -0.0169183 -0.165731 0.0169356 0.999856 -0.0013088 0.165729 -0.00151625 0.98617 ,-0.0707855 -0.17849 -1.54022 
E 468 465 :0.955821 -0.0370192 -0.291609 0.053764 0.99732 0.0496169 0.288991 -0.063103 0.95525 ,-0.0530908 -0.237806 -2.16938 
E 463 462 :0.995333 -0.018668 -0.0946727 0.0188484 0.999822 0.0010118 0.094637 -0.00279151 0.995508 ,-0.0431639 -0.0489052 -0.541378 
E 463 461 :0.994596 -0.00617606 -0.103635 0.00770863 0.999867 0.0143942 0.103532 -0.0151153 0.994511 ,-0.0902312 -0.116876 -1.29757 
E 463 460 :0.975489 -0.015485 -0.219503 0.0184115 0.999767 0.011293 0.219277 -0.0150576 0.975546 ,-0.140323 -0.183874 -2.07061 
E 462 461 :0.999898 0.0112682 -0.00876231 -0.0111489 0.999846 0.0135501 0.00891364 -0.013451 0.99987 ,-0.119693 -0.0649692 -0.74841 
E 462 460 :0.992035 0.00200631 -0.125943 -0.000414331 0.99992 0.0126654 0.125958 -0.0125124 0.991957 ,-0.243971 -0.128862 -1.5133 
E 462 459 :0.998283 0.00250885 -0.0585208 -0.00473421 0.99927 -0.0379193 0.058383 0.0381312 0.997566 ,-0.324782 -0.224004 -2.24486 
E 462 457 :0.999454 0.0232756 -0.0234353 -0.0243064 0.998704 -0.0447071 0.0223644 0.0452524 0.998725 ,-0.354935 -0.409046 -3.83045 
E 466 465 :0.991269 -0.0300697 -0.128381 0.0371472 0.997898 0.0530949 0.126515 -0.0574003 0.990303 ,-0.0878262 -0.058653 -0.623306 
E 466 464 :0.986494 -0.0293645 -0.161143 0.0305333 0.999522 0.00478061 0.160926 -0.00963626 0.986919 ,-0.0435058 -0.140105 -1.38441 
E 466 463 :0.96187 -0.00416596 -0.273474 0.0129484 0.999456 0.0303174 0.273199 -0.0327025 0.961401 ,0.00117359 -0.232345 -2.06455 
E 467 466 :0.999847 -0.00704435 0.0159803 0.0070568 0.999975 -0.000722627 -0.0159748 0.000835286 0.999872 ,-0.118879 -0.0833312 -0.766736 
E 467 465 :0.992878 -0.0380119 -0.11291 0.04405 0.997702 0.051472 0.110694 -0.0560791 0.992271 ,-0.216239 -0.142152 -1.38861 
E 467 464 :0.9887 -0.036555 -0.145381 0.0373777 0.999297 0.00293016 0.145172 -0.00833105 0.989371 ,-0.183514 -0.222739 -2.15039 
E 472 471 :0.988309 0.0133436 -0.151876 -0.0107326 0.99978 0.0179984 0.152083 -0.0161579 0.988236 ,-0.107425 -0.0879394 -0.758521 
E 472 470 :0.99495 -0.00938259 -0.0999283 0.00958352 0.999953 0.00153095 0.0999092 -0.00248088 0.994993 ,-0.146727 -0.201031 -1.50026 
E 472 469 :0.986624 -0.0194345 -0.161848 0.0259913 0.998921 0.0384938 0.160925 -0.0421856 0.986065 ,-0.149339 -0.290866 -2.24949 
E 472 468 :0.984107 -0.0381166 -0.173439 0.0482179 0.997354 0.0544042 0.170906 -0.0619024 0.983341 ,-0.136424 -0.389312 -3.00728 
E 469 468 :0.9997 -0.0216459 -0.0114605 0.0218305 0.99963 0.0162334 0.0111049 -0.0164787 0.999803 ,-0.111764 -0.0666232 -0.753112 
E 469 467 :0.980758 -0.0314697 -0.192675 0.034278 0.999349 0.0112584 0.192196 -0.0176463 0.981198 ,-0.194775 -0.175611 -1.51718 
E 469 466 :0.983464 -0.0385386 -0.176955 0.0411451 0.999092 0.0110826 0.176367 -0.0181802 0.984157 ,-0.161013 -0.271595 -2.29088 
E 469 465 :0.951058 -0.0578728 -0.303543 0.0793014 0.995119 0.0587396 0.298662 -0.0799362 0.951005 ,-0.134829 -0.340717 -2.91873 
E 470 469 :0.997969 -0.0139779 -0.0621448 0.0163338 0.999161 0.0375642 0.0615676 -0.038503 0.99736 ,-0.0783144 -0.0879471 -0.745347 
E 470 468 :0.996675 -0.0345506 -0.0737967 0.0385582 0.997818 0.0535894 0.0717842 -0.0562567 0.995832 ,-0.142118 -0.18463 -1.50079 
E 470 467 :0.966343 -0.044278 -0.253418 0.0574884 0.997333 0.0449598 0.250751 -0.0580152 0.966312 ,-0.175954 -0.323584 -2.26375 
E 470 466 :0.969932 -0.0512958 -0.237911 0.0637994 0.996941 0.045152 0.234867 -0.058973 0.970237 ,-0.0928375 -0.448 -3.02963 
E 476 475 :0.997917 -0.0507795 0.0397941 0.0501581 0.998606 0.016464 -0.0405746 -0.0144337 0.999072 ,-0.0943076 -0.133599 -0.713231 
E 476 474 :0.998026 -0.0235836 -0.058206 0.0259746 0.998835 0.0406699 0.057179 -0.0421015 0.997476 ,-0.196204 -0.262779 -1.27938 
E 476 473 :0.996448 -0.0502234 -0.0675957 0.0515414 0.99851 0.0178975 0.0665961 -0.0213179 0.997552 ,-0.222499 -0.429644 -1.9342 
E 476 472 :0.994541 -0.0715064 -0.0759945 0.0743432 0.996612 0.0351767 0.0732217 -0.0406344 0.996488 ,-0.277124 -0.543887 -2.4635 
E 476 471 :0.972124 -0.056992 -0.227435 0.0681277 0.996817 0.0414093 0.224351 -0.0557496 0.972912 ,-0.320031 -0.666197 -3.22365 
E 471 470 :0.998411 -0.0203823 0.0525453 0.0212433 0.999648 -0.0158798 -0.0522031 0.0169708 0.998492 ,-0.150435 -0.101606 -0.729084 
E 471 469 :0.999285 -0.036344 -0.0104051 0.0365505 0.999124 0.020393 0.00965484 -0.0207587 0.999738 ,-0.265997 -0.17935 -1.47071 
E 471 468 :0.998076 -0.0577895 -0.0224454 0.0585773 0.997627 0.0361892 0.0203008 -0.0374344 0.999093 ,-0.367423 -0.265358 -2.22332 
E 471 467 :0.976811 -0.0675839 -0.203156 0.0740146 0.996963 0.0242157 0.200903 -0.0386907 0.978847 ,-0.438464 -0.392866 -2.98573 
E 473 472 :0.999716 -0.0225917 -0.00754929 0.0227224 0.999585 0.0176981 0.00714633 -0.0178646 0.999815 ,-0.0955683 -0.100046 -0.526351 
E 473 471 :0.987123 -0.00912496 -0.1597 0.0144202 0.999383 0.0320298 0.15931 -0.0339202 0.986646 ,-0.19525 -0.203814 -1.28393 
E 473 470 :0.993697 -0.0319518 -0.107446 0.0339554 0.999281 0.0168692 0.10683 -0.0204112 0.994068 ,-0.226386 -0.330879 -2.02379 
E 473 469 :0.984542 -0.0416778 -0.170116 0.0512471 0.997318 0.0522517 0.167482 -0.0601619 0.984038 ,-0.221312 -0.433996 -2.77129 
E 473 468 :0.981448 -0.0601704 -0.182042 0.0735838 0.994979 0.067844 0.177046 -0.0799807 0.980947 ,-0.200455 -0.545519 -3.52709 
E 475 474 :0.99493 0.0282734 -0.096517 -0.0255662 0.999247 0.0291716 0.0972691 -0.0265561 0.994904 ,-0.0851926 -0.115654 -0.571808 
E 475 473 :0.994255 0.000829586 -0.107032 -9.08576e-05 0.999976 0.0069066 0.107036 -0.0068572 0.994232 ,-0.0932326 -0.2715 -1.22981 
E 475 472 :0.993227 -0.0197206 -0.114504 0.0226803 0.99944 0.0246037 0.113955 -0.027034 0.993118 ,-0.131998 -0.375169 -1.76267 
E 475 471 :0.964413 -0.0046129 -0.264359 0.0154304 0.999126 0.0388579 0.263949 -0.0415542 0.963641 ,-0.150108 -0.484158 -2.52584 
E 480 479 :0.999224 -0.0017307 0.0393546 0.00122686 0.999917 0.0128232 -0.0393735 -0.0127649 0.999143 ,-0.0877862 -0.129574 -0.740111 
E 480 478 :0.997998 0.00676907 -0.0628799 -0.00610891 0.999924 0.010685 0.0629475 -0.0102795 0.997964 ,-0.145068 -0.222091 -1.40311 
E 480 477 :0.999926 0.0117948 -0.00285066 -0.0118069 0.999921 -0.00426252 0.00280016 0.00429586 0.999987 ,-0.168197 -0.362531 -2.11454 
E 474 473 :0.999628 -0.0254072 -0.0099583 0.0251777 0.999429 -0.0225277 0.010525 0.0222686 0.999697 ,-0.0680186 -0.138481 -0.658424 
E 474 472 :0.998695 -0.047802 -0.0179526 0.047719 0.998848 -0.00502566 0.0181722 0.00416242 0.999826 ,-0.155768 -0.229018 -1.18785 
E 474 471 :0.984803 -0.0341753 -0.17028 0.0356766 0.999347 0.00576371 0.169972 -0.0117511 0.985379 ,-0.245232 -0.318171 -1.94856 
E 474 470 :0.991401 -0.0571256 -0.117734 0.0565484 0.998366 -0.00823979 0.118012 0.00151128 0.993011 ,-0.26576 -0.42928 -2.69135 
E 474 469 :0.981206 -0.0664023 -0.181179 0.0722334 0.997055 0.0257706 0.178934 -0.0383735 0.983112 ,-0.250624 -0.51537 -3.44087 
E 474 468 :0.97745 -0.0846311 -0.193467 0.094264 0.994698 0.0411233 0.18896 -0.0584329 0.980245 ,-0.219415 -0.609278 -4.1987 
E 477 476 :0.994892 0.00541055 -0.100797 -0.00927197 0.999239 -0.03788 0.100515 0.0386211 0.994186 ,-0.0497774 -0.0861973 -0.573118 
E 477 475 :0.997181 -0.0436623 -0.0610232 0.0424042 0.998863 -0.0217624 0.061904 0.0191134 0.997899 ,-0.0724348 -0.191803 -1.29684 
E 477 474 :0.987306 -0.0138152 -0.158231 0.0145353 0.999889 0.00339428 0.158166 -0.00565112 0.987396 ,-0.117444 -0.298495 -1.87493 
E 477 472 :0.982483 -0.0616531 -0.175859 0.0622917 0.998056 -0.00189236 0.175633 -0.00909532 0.984414 ,-0.0801164 -0.533783 -3.07115 
E 477 471 :0.944914 -0.0456883 -0.324115 0.0505639 0.998699 0.00663266 0.32339 -0.0226558 0.945994 ,-0.0468457 -0.626808 -3.83592 
E 477 473 :0.984925 -0.0424156 -0.167703 0.0397405 0.999024 -0.0192767 0.168357 0.0123215 0.985649 ,-0.0785031 -0.440184 -2.53503 
E 478 477 :0.998173 0.00593316 0.0601277 -0.0050662 0.999881 -0.0145608 -0.060207 0.0142296 0.998084 ,-0.0670084 -0.133273 -0.710032 
E 478 476 :0.999063 0.0136515 -0.041059 -0.0157748 0.998531 -0.051841 0.040291 0.0524402 0.997811 ,-0.151667 -0.210863 -1.28028 
E 478 475 :0.999333 -0.0365069 -0.00103941 0.0364459 0.998688 -0.0359809 0.0023516 0.035919 0.999352 ,-0.218425 -0.305804 -2.00276 
E 478 474 :0.995098 -0.00819726 -0.0985517 0.00722862 0.999922 -0.0101818 0.0986274 0.0094195 0.99508 ,-0.298744 -0.403837 -2.57855 
E 478 472 :0.991618 -0.0561657 -0.116358 0.0547494 0.998382 -0.0153351 0.117031 0.00883601 0.993089 ,-0.334807 -0.621869 -3.77807 
E 482 481 :0.999 -0.0085602 -0.0438744 0.00787614 0.999845 -0.0157404 0.0440024 0.0153791 0.998913 ,-0.0675294 -0.15766 -0.732743 
E 482 480 :0.997588 -0.0230282 -0.0654839 0.0260961 0.998583 0.0463867 0.0643229 -0.0479837 0.996775 ,-0.076109 -0.278917 -1.18817 
E 482 479 :0.999364 -0.023917 -0.0264634 0.0254746 0.997862 0.060179 0.0249676 -0.0608148 0.997837 ,-0.112234 -0.44493 -1.92532 
E 482 478 :0.991609 -0.0156006 -0.128325 0.0228636 0.998207 0.0553212 0.127232 -0.057791 0.990188 ,-0.123832 -0.569564 -2.58543 
E 482 477 :0.997603 -0.0115414 -0.0682287 0.014434 0.999011 0.0420553 0.0676758 -0.0429393 0.996783 ,-0.0970837 -0.743411 -3.28932 
E 486 485 :0.994731 -0.0129458 -0.101694 0.0165067 0.999277 0.0342524 0.101177 -0.0357506 0.994226 ,-0.038469 -0.149693 -0.730816 
E 486 484 :0.99881 -0.00312074 -0.0486708 0.00285425 0.999981 -0.00554402 0.0486872 0.0053985 0.998799 ,-0.0188409 -0.292399 -1.36999 
E 486 483 :0.994604 0.022088 -0.101369 -0.0217498 0.999754 0.00444065 0.101442 -0.00221194 0.994839 ,-0.00796316 -0.404998 -1.94722 
E 486 482 :0.991167 -0.0136711 -0.131911 0.0131934 0.999903 -0.00449509 0.13196 0.00271503 0.991251 ,0.0442552 -0.554098 -2.67377 
E 486 480 :0.979935 -0.030147 -0.197026 0.038966 0.998397 0.0410377 0.195473 -0.0478916 0.979539 ,0.129365 -0.828651 -3.86235 
E 486 481 :0.984264 -0.0241823 -0.17504 0.0208577 0.999566 -0.020808 0.175467 0.0168296 0.984341 ,0.0761349 -0.70934 -3.40944 
E 486 479 :0.986895 -0.0293254 -0.158678 0.0385448 0.997723 0.0553386 0.156694 -0.0607297 0.985778 ,0.193067 -0.991811 -4.59827 
E 486 478 :0.965755 -0.0214861 -0.258565 0.0353721 0.998164 0.0491718 0.257034 -0.0566339 0.964742 ,0.270351 -1.11362 -5.25447 
E 485 484 :0.998521 0.0139482 0.0525498 -0.0118188 0.999105 -0.0406176 -0.0530693 0.0399364 0.997792 ,-0.0475002 -0.120005 -0.642363 
E 485 483 :0.999268 0.0382504 -0.00010639 -0.0382366 0.998824 -0.0298163 -0.00103422 0.0297986 0.999555 ,-0.0969411 -0.212028 -1.22123 
E 485 482 :0.999514 0.00318068 -0.0309987 -0.00436527 0.99926 -0.0382219 0.0308542 0.0383387 0.998788 ,-0.12097 -0.335721 -1.954 
E 485 480 :0.995192 -0.0183535 -0.0962033 0.0192635 0.999778 0.0085396 0.0960252 -0.0103518 0.995325 ,-0.161097 -0.568685 -3.15377 
E 485 481 :0.997176 -0.00585259 -0.0748682 0.00182754 0.998554 -0.0537177 0.0750744 0.0534291 0.995746 ,-0.166254 -0.464963 -2.69399 
E 485 479 :0.998185 -0.0188463 -0.0571908 0.0201389 0.999553 0.0221107 0.0567485 -0.0232224 0.998118 ,-0.174882 -0.706242 -3.89751 
E 485 477 :0.995067 -0.0070272 -0.0989607 0.00748176 0.999963 0.004223 0.0989274 -0.00494257 0.995082 ,-0.118406 -0.952434 -5.27083 
E 485 478 :0.987257 -0.0106266 -0.158781 0.013655 0.999745 0.0179935 0.158549 -0.0199324 0.98715 ,-0.166408 -0.805503 -4.56195 
E 483 482 :0.998918 -0.0350696 -0.0305475 0.0347911 0.999348 -0.00960023 0.0308643 0.00852706 0.999487 ,-0.0185236 -0.146303 -0.728761 
E 483 481 :0.996299 -0.0440849 -0.0737892 0.0422049 0.998748 -0.0268464 0.0748804 0.0236328 0.996912 ,-0.0580674 -0.299175 -1.46456 
E 483 480 :0.993628 -0.0565574 -0.0974888 0.0601688 0.997592 0.034509 0.0953023 -0.0401549 0.994638 ,-0.0484732 -0.416279 -1.92105 
E 483 479 :0.996626 -0.0570279 -0.0590267 0.0599873 0.996964 0.0496396 0.0560166 -0.053013 0.997021 ,-0.0562191 -0.576364 -2.66036 
E 483 478 :0.985848 -0.048825 -0.160374 0.0561264 0.997569 0.0413146 0.157967 -0.0497311 0.986191 ,-0.0432685 -0.694984 -3.32154 
E 483 477 :0.99395 -0.0452521 -0.100079 0.0484826 0.998371 0.0300848 0.0985545 -0.0347548 0.994525 ,0.0110492 -0.861029 -4.02573 
E 483 476 :0.979233 -0.043705 -0.19797 0.042002 0.999036 -0.0127953 0.198338 0.00421448 0.980125 ,0.0228306 -0.966741 -4.59762 
E 481 480 :0.999627 -0.0172516 -0.0211926 0.0185418 0.997887 0.0622697 0.0200736 -0.0626394 0.997834 ,-0.029566 -0.128169 -0.452647 
E 481 479 :0.999664 -0.0187097 0.0179442 0.0172999 0.996977 0.0757421 -0.0193071 -0.0754062 0.996966 ,-0.0993991 -0.305184 -1.1848 
E 481 478 :0.996397 -0.0102659 -0.0841903 0.0163284 0.997297 0.0716394 0.0832272 -0.0727559 0.993871 ,-0.141013 -0.439851 -1.84172 
E 481 477 :0.999697 -0.00555094 -0.0239684 0.00693284 0.998295 0.0579625 0.0236058 -0.0581111 0.998031 ,-0.146634 -0.624725 -2.54328 
E 479 478 :0.994738 0.00839532 -0.102111 -0.00863916 0.999961 -0.00194602 0.102091 0.00281793 0.994771 ,-0.0312461 -0.0839465 -0.665869 
E 479 477 :0.999026 0.0128433 -0.0422267 -0.0135722 0.999763 -0.017022 0.0419981 0.0175785 0.998963 ,-0.0265184 -0.215254 -1.37941 
E 479 476 :0.989559 0.0166079 -0.143166 -0.0244836 0.998272 -0.053426 0.142031 0.0563735 0.988256 ,-0.0531534 -0.291 -1.95554 
E 479 475 :0.99414 -0.0315982 -0.103381 0.0278065 0.998894 -0.0379152 0.104465 0.0348184 0.993919 ,-0.0465847 -0.383954 -2.68132 
E 479 474 :0.979851 -0.000721301 -0.199727 -0.0015604 0.999935 -0.0112664 0.199723 0.0113511 0.979787 ,-0.0685094 -0.480169 -3.26257 
E 488 487 :0.993663 0.0610706 -0.0943623 -0.0598714 0.998086 0.0154909 0.0951277 -0.0097431 0.995417 ,0.00672475 -0.142475 -0.589284 
E 488 486 :0.988713 0.0414192 -0.143983 -0.0333441 0.997757 0.0580519 0.146065 -0.0525957 0.987876 ,0.0331667 -0.321055 -1.34057 
E 488 485 :0.96962 0.033737 -0.24228 -0.0108253 0.995391 0.0952832 0.244378 -0.0897657 0.965516 ,0.094157 -0.511555 -2.06027 
E 488 483 :0.967871 0.0635661 -0.243281 -0.0489762 0.996646 0.0655631 0.246633 -0.0515416 0.967737 ,0.288886 -0.837919 -3.24404 
E 488 484 :0.980644 0.0375556 -0.192162 -0.0276302 0.998155 0.0540736 0.193838 -0.0477175 0.979872 ,0.199683 -0.6917 -2.68132 
E 488 482 :0.961526 0.0275074 -0.273332 -0.0122253 0.998273 0.0574575 0.274441 -0.0519054 0.960202 ,0.438951 -1.0306 -3.94632 
E 484 483 :0.998297 0.0248076 -0.0527995 -0.0243056 0.999653 0.0101276 0.0530324 -0.00882698 0.998554 ,-0.0175604 -0.115747 -0.576444 
E 484 482 :0.99645 -0.0106687 -0.0835061 0.0108123 0.999941 0.00126793 0.0834876 -0.00216632 0.996506 ,-0.00120365 -0.26893 -1.30384 
E 484 481 :0.991696 -0.0204811 -0.126966 0.018733 0.999713 -0.0149473 0.127236 0.0124448 0.991794 ,-0.0056228 -0.428239 -2.03932 
E 484 480 :0.988397 -0.0295931 -0.148983 0.0369624 0.998214 0.0469398 0.147328 -0.0519019 0.987725 ,0.0251526 -0.55016 -2.49361 
E 484 479 :0.993459 -0.0293995 -0.110337 0.0363102 0.997468 0.0611545 0.10826 -0.0647609 0.992011 ,0.0524835 -0.717488 -3.23085 
E 484 478 :0.977221 -0.0213689 -0.211146 0.0337451 0.997906 0.055186 0.209525 -0.061054 0.975895 ,0.0973797 -0.843077 -3.88934 
E 484 477 :0.988256 -0.0185729 -0.151673 0.0253053 0.998773 0.0425789 0.150696 -0.045917 0.987513 ,0.184666 -1.01752 -4.58816 
E 487 486 :0.998339 -0.0235837 -0.0525722 0.0256779 0.998889 0.0395227 0.0515817 -0.040807 0.997835 ,-0.0345021 -0.169303 -0.753107 
E 487 485 :0.98737 -0.0346114 -0.154602 0.0460298 0.996421 0.0708975 0.151594 -0.0771184 0.98543 ,-0.0309563 -0.348702 -1.47822 
E 487 483 :0.988131 -0.00141031 -0.153606 0.00782304 0.999122 0.0411515 0.153413 -0.0418647 0.987275 ,0.0694689 -0.651015 -2.67999 
E 487 484 :0.994524 -0.0269826 -0.100968 0.0304227 0.999002 0.0326876 0.0999856 -0.0355804 0.994353 ,0.0256073 -0.516006 -2.10917 
E 487 482 :0.982272 -0.0373725 -0.183699 0.0438452 0.998548 0.0312996 0.182262 -0.038799 0.982484 ,0.163313 -0.827324 -3.3962 
E 487 480 :0.967111 -0.051125 -0.249163 0.071811 0.994621 0.0746469 0.244006 -0.0900845 0.965581 ,0.317243 -1.14636 -4.5666 
E 487 481 :0.972913 -0.0486003 -0.226007 0.0530434 0.998499 0.0136243 0.225006 -0.0252435 0.97403 ,0.237477 -1.01065 -4.1223 
E 489 488 :0.998502 -0.0225219 -0.0498685 0.0195551 0.998054 -0.0592026 0.0511048 0.0581387 0.997 ,-0.0409591 -0.180232 -0.620816 
E 489 487 :0.988779 0.0389862 -0.14421 -0.0459556 0.997915 -0.0453158 0.142142 0.0514345 0.988509 ,-0.00164887 -0.287411 -1.21627 
E 489 486 :0.980699 0.0215086 -0.194339 -0.0225923 0.999739 -0.00336138 0.194216 0.00768707 0.980929 ,0.066241 -0.420649 -1.97434 
E 489 485 :0.956224 0.0157449 -0.292211 -0.00631101 0.999429 0.033199 0.292567 -0.0299015 0.955777 ,0.167321 -0.566977 -2.69984 
